"Mod name","Registry name","Hardness","Resistance"
"Embers Rekindled","embers:wall_ashen_tile",1.60,8.00
"Embers Rekindled","embers:wall_caminite_brick",1.60,8.00
"Embers Rekindled","embers:wrapped_sealed_planks",3.10,15.50
"Essentials","essentials:brazier",2.00,10.00
"Essentials","essentials:candle_lilypad",0.00,0.00
"Essentials","essentials:fertile_soil",0.50,2.50
"Essentials","essentials:item_chute",1.50,7.50
"Essentials","essentials:item_chute_port",2.00,10.00
"Essentials","essentials:port_extender",2.00,10.00
"Essentials","essentials:slotted_chest",2.00,10.00
"Essentials","essentials:sorting_hopper",2.00,10.00
"Extra Bit Manipulation","extrabitmanipulation:bodypart_template",0.20,2.50
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock0",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock1",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock10",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock11",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock12",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock13",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock14",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock15",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock16",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock17",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock18",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock19",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock2",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock20",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock21",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock22",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock23",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock24",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock25",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock26",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock27",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock28",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock29",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock3",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock30",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock31",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock32",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock33",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock34",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock35",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock36",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock37",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock38",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock39",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock4",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock40",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock41",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock42",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock43",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock44",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock45",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock46",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock47",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock48",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock49",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock5",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock50",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock51",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock52",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock53",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock54",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock55",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock56",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock57",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock58",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock59",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock6",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock60",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock61",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock62",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock63",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock64",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock65",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock66",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock67",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock68",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock69",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock7",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock70",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock71",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock72",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock73",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock74",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock75",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock76",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock77",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock78",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock79",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock8",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock80",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock9",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_0",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_1",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_10",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_11",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_12",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_13",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_14",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_15",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_16",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_17",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_18",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_19",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_2",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_20",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_21",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_22",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_23",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_24",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_25",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_26",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_27",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_28",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_29",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_3",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_30",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_31",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_32",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_33",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_34",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_35",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_36",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_37",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_38",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_39",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_4",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_40",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_41",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_42",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_43",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_44",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_45",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_46",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_47",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_48",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_49",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_5",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_50",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_51",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_52",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_53",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_54",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_55",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_56",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_57",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_58",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_59",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_6",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_60",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_61",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_62",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_63",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_64",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_65",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_66",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_67",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_68",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_69",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_7",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_70",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_71",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_72",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_73",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_74",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_75",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_76",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_77",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_78",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_79",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_8",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_80",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_glowing0_9",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_0",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_1",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_10",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_11",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_12",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_13",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_14",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_15",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_16",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_17",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_18",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_19",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_2",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_20",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_21",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_22",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_23",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_24",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_25",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_26",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_27",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_28",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_29",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_3",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_30",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_31",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_32",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_33",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_34",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_35",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_36",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_37",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_38",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_39",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_4",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_40",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_41",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_42",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_43",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_44",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_45",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_46",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_47",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_48",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_49",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_5",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_50",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_51",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_52",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_53",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_54",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_55",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_56",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_57",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_58",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_59",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_6",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_60",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_61",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_62",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_63",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_64",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_65",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_66",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_67",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_68",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_69",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_7",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_70",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_71",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_72",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_73",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_74",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_75",1.50,30.00
"Flat Colored Blocks","flatcoloredblocks:flatcoloredblock_transparent0_76",1.50,30.00
